bug_id,desc,severity
561856,Text input box is missing on Twitter.com,major
56194,<pre> in variable width font,major
56228,"<a> containing <pre>: ""a:active"" style only applied above <pre>",minor
562325,Ctrl+Alt+Home should open home page in new tab,minor
562457,comparison between signed and unsigned integer expressions in nsGeolocationRequest::Allow,minor
562522,comparison between signed and unsigned integer expressions in nsStringAPI.cpp,minor
562577,missing initializer for lam_rigg.invalid in adaption_matrix,minor
562584,unused variables cachesize and queuesize in imgLoader::VerifyCacheSizes,minor
562830,Bookmarks on Bookmark Toolbar do not display after being dropped onto a folder on the toolbar,minor
562984,ftp through socks proxy doesn't open pasv data connection,major
562997,[OOPP] Unsupported NPEventsOSX are serialized.,major
563032,BBC iPlayer crashes since Lorentz landed,critical
563113,Can't install any extension with Add-on manager reqrite,major
563194,FireFox Shrinks the Display where it is nearly impossible to read,minor
563571,Fields in DB not found after upgrade to 3.6,critical
563764,jit not working correctly in chrome for Thunderbird trunk builds,major
564176,Firefox can't handle some sites that IE can handle.,major
564645,Field values in bookmark properties dialog are not saved when Text was drag & droped,minor
565010,Importing a large Outlook 2003 folder causes always reindexing and data loss,critical
56533,Displays HTTP Header at top of window display area,major
565559,Software update freezes during update process,critical
565591,Slow operation with 50 tabs using 150MB of memory!,major
565605,crash [@ js::ReportStrictModeError] if !ts,critical
56563,crash opening page,critical
565652,Moving the mouse over message list intermittently blanks out the lines,minor
566054,"AsyncChannel can fprintf(""%s"", uninitialized_char_pointer) under the right conditions",major
566155,Personas conflict with new addons manager,minor
566184,"Inspector conflicts with tiling on xmonad, potentially making the desktop unusable.",major
566785,Firefox 3.6.3 (latest) <= memory exhaustion crash vulnerabilities,critical
566827,"Privacy Leak: Windows 7 Jump List ignores ""Clear history when Firefox closes"" setting",major
566831,"""Assertion failure: cx->fp,"" with XPCSafeJSObjectWrapper",critical
566914,"Crash [@ PropertyDescriptor::initialize] or ""Assertion failure: ((jsval) obj & JSVAL_TAGMASK) == JSVAL_OBJECT, at ../jsapi.h""",critical
567053,"I have removed other bookmarks but this one will not  allow me to remove it. ( no delete bookmark tab executes to remove the above url, support needed immediately please)",major
567264,"Crash in  [@ @0x0 | mozilla::WebGLContext::SetDimensions(int, int) ]",critical
567453,Pacman noise attached to my browser,major
567588,Firefox crashes gnome,critical
567629,"Can't open perl script ""\x96T"": No such file or directory\r",major
567722,"4 mail accounts, receive every e-mail 4 times. Will not send any e-mails.",critical
56779,Filesystem Datasource doesn't show full directory contents,major
568103,'Open Containing Folder' button does not work but throws exception,major
568783,"TM: Crash [@ ArgToRootedString] or ""Assertion failure: JSVAL_IS_DOUBLE(*vp),""",critical
56880,backspace can delete entire contents of style node,major
568889,Cannot download .zip files from Subscene.com,major
569164,"""Applications"" Reset Options",minor
569627,"Switch order of ""Accept 3rd party cookies"" and ""Keep until ..."" for cookies preferences",minor
569808,Each tab doubles as a new window,major
569953,Denial of Service upon viewing a malicious website (possible remote code execution) xul!nsPersistentProperties::Load,critical
570217,freeze and/or crash while downloading a file and opening new browser windows,critical
57028,MAP with display:block; ruins layout of some pages,major
570902,Remove ifdefs relating to MOZILLA_1_9_2 from Thunderbird,minor
571705,Bad displaying JPEG YCBCR pictures,major
571938,display:-moz-box does not work with position:absolute,major
572514,Trying to search for --webm or -webm seems to take forever (?),major
572562,"Switching from ""By Date and Site"" to ""By Date"" should maintain expanded dates",minor
572639,"Sending an email gives ""sending of message failed. An error occurred sending mail: unable to authenticate to SMTP server smtp.telfort.nl. It does not support authentication (SMTP-AUTH) but you have chosen to use authentication. Uncheck ""use name and passw",major
572810,crash if i want to download / instal firefox test pilot,minor
573038,GDI shaper code needs to handle missing glyphs returned from GetGlyphIndices,major
573142,Narcissus JS: 'new Date()' produces unusable object.,minor
573535,Crash in  [@ js_UnboxDouble(long) ],critical
573934,Firefox 3.6.4 Build 7 crashes with Last pass addon on trying to edit passwords/user names in Lastpass,critical
574037,Unexpected / new / undesired search behavior,major
574105,quicktime plugin not running in separate process in v3.6.4,major
574350,"startup crash [@ nsDocLoader::FireOnLocationChange(nsIWebProgress*, nsIRequest*, nsIURI*)]",critical
574785,"since upgrading to Firefox 3.6.4, links within Thunderbird email do not work",major
574939,When browsing for a few minutes Firefox locks up and sometimes closes without notice.,critical
575034,I get a BSOD on playing videos on Facebook after I upgraded to Firefox 3.6.4,critical
575050,"Download window,Add-ons window,Error Console minimized when mouse pointer move over flash video.",major
575100,crash  [@ xul.dll@0x1a4b8b ],critical
575546,XPath query in XML template crashes XULRunner process,critical
575923,Crash - [@ gfxContext::CurrentSurface() ] - gfxContext.h #191,critical
576078,FrameManager Remote Code Execution Vulnerability (ZDI-CAN-852),critical
576171,There's a link in Minefield's home page that points to a QAC addon that isn't ready to this version.,minor
576213,double-clicking very top of title bar does not unmaximize window,minor
576217,ghh,critical
576279,XMLHttpRequest : onreadystatechange does not fire anymore,major
576373,Thunderbird should have message/line size limit and not hang on big messages with long lines,minor
576700,"When I create an html page with an embedded flash file, there is always a 1 pixel offset discrepancy on all of my newly created flash sites.",major
576761,Transitioning between an unspecified transform and a specified transform crashes,critical
57698,No indication of secure page,critical
577030,"Messages open unpredictably, sometimes in the message pane and sometimes in a new tab.",major
577169,window.open Popup Bug (Regression from 3.7a5),major
577247,"plugin-container.exe uses alot of memory, as well as firefox.exe when viewing flash sites",critical
577364,firefox crash @ nsHtml5Parser::ExecuteScript(),critical
577538,xt/search.t does not pass on PostgreSQL,major
577573,Can't permanently hide the message pane,minor
577658,"Crash when visiting page, even with all plugins disabled and Javascript disabled",critical
577866,page search results are obscured,major
577963,[10.6] Crash [@ nsContentEventHandler::InitCommon() ],critical
577976,Cleanup multiple inheritance of nsICSSRule and nsCSSRule,minor
578267,Fix a few minor UI issues with the new keyword autocomplete changes,minor
578532,IT CRASHES WHEN I TRY TO PLAY OR DO FULL SCREEN,critical
578599,Hard to scroll past the attachment view in the details screen,minor
578628,hangs if you are dragging a tab when an alert fires,critical
579613,"Firefox v3.6.6 is unable to handle comments such as ""<!-- Text ----------->""",major
579770,Missing flashing insertion bar,minor
58003,rangeOffset attribute is different in release vs. debug builds for tab click events,critical
580095,4.0b2pre not acknowledging Quicktime or requiring non-existent 64-bit Quicktime,major
580607,Serious loss of mail due to imprudent defaults,critical
580730,Invalid values in TT font leading to crash [@TSparseCoordsListPerComposits::GetCoords()],critical
580915,"JM: Crash [@ js::CheckRedeclaration] or ""Assertion failure: obj->isNative(),""",critical
581,"CSS ""must have"" fonts cursive and fantasy aren't supported",minor
581123,Direct web links to Facebook Pages do not display,major
581490,Firefox 4 Beta rendering pages broken,major
581858,Firefox button breaks top edge of the window in non-maximized mode.,minor
581906,"clicking on any underlined HTML link, on any site, overwhelms browser with scrolling tabs",critical
581992,"Thunderbird 3.1.1 crashed, now will not relaunch",critical
582627,Ctrl + C not functioning within webpage.,major
582636,Browser does not response when open url,critical
582799,"trasparency on background when firefox fullscreen mode is on, and when the ""cinema"" option on megavideo was abilited.",minor
582914,firefox won't open anymore,critical
582992,Close other tabs placement,major
583225,We use the wrong DOMCI for DocumentFragment,critical
583433,plugin conatiner freezes/crashes firefox,minor
583526,Firefox continually crashes when changing pages,major
583615,Crash [@ JSString::length] or [@ ParseXMLSource] with e4x,critical
583621,Scrolling and rendering glitches when flash is playing,major
583655,Firefox Beta build does not remember App Tabs after restart or save session,major
583672,JM: Crash [@ js::mjit::JaegerShot],critical
583706,firefox not responding when I downloaded a large ISO file from redhat support,critical
583948,Crash [@ nsXULCommandDispatcher::Matches] with commandDispatcher.updateCommands,critical
584021,FILTER txt should also remove &nbsp;,minor
584036,_sync_fulltext() not called when (un)setting an existing comment as private,minor
584521,C:\Program Files\Mozilla Firefox\extensions\talkback@mozilla.org\components\talkback.exe,major
584759,The browser fails when any site tries to redirect me to another page.,major
585514,Beta2 not recognized by feedback site.,minor
585570,“Show specificity” does not work,minor
585613,Crash [@ strlen | nsICanvasRenderingContextWebGL_CompileShader],critical
585696,Allowed to read all mail without ever entering a password,major
585745,Crash [@ nsIDOMElementCSSInlineStyle_GetStyle | js::callJSPropertyOp] from MathML element with HTML __proto__,critical
585848,Sections of the page I was viewing began freezing as I scrolled up and down,minor
586024,Firefox no longer displays video content.,major
586542,"every time updates load yahoo toolbar loads,if not disabled",major
586559,TM: Crash [@ binary_imacros],critical
587100,jstracer.cpp fails to compile on AIX/xlC due to alloca,major
587103,jstypedarray.cpp fails to compile under AIX/xlC due to template/static inline scoping,major
587314,found results in find in page appear at the edge of the window.,major
58796,"After account signin, browser is not redirected to page",major
58823,Crash trying to load games page,critical
588332,New mail link fails to insert signature,major
588359,"JM: ""Assertion failure: pobj == found,""",critical
58877,Text in GTK controls underlined and italic,major
588981,Tab doesn't have a normal tab width but about 1 pixel wide,major
589025,e10s: ExternalHelperAppParent must support nsIMultiPartChannel to enable content-disposition to work,major
589279,firefox freezes now. I can't watch 'The Vampire Diaries',major
590042,plugin issue,major
590791,"TB not consistently updating read/unread status (and other header flags) across multiple open TB clients viewing the same Inbox, despite all TB clients receiving the required real-time IMAP IDLE ""push"" of flag changes",major
590847,Tabs on top aren't on top under Linux with Xfce desktop,major
590926,Hidden input value not retained when type is changed,critical
590963,Google Maps - Earth View Causes Freeze,critical
590984,Add-ons and extensions cause firefox to hang.,major
590989,Problems with extension Enigmail version 1.1.2 (20100629-1412) after upgrade to v3.1.2,major
591049,Crash in [@ xul.dll@0x3207a5 ] in Firefox 4b4,critical
591453,FireFox freezes if flash requests bookmark,critical
591493,Crash [@nsCommonWindowSH::GetProperty ],critical
591583,Crash Report [@ js_EmitTree ],critical
591613,Alps Film Pointing-device(SONY VAIO-PCG-V505) scroll gesture doesn't work in sidebar when textbox in the sidebar focused.,major
59163,"Browser crash after clicking 'Ok' to ""No Plugin Downloader Plugin!"" message box",critical
591675,Attach Dialog Modal Window Not Exit-able Due to Message Window Behind It,critical
591725,Firefox insists on being the top window. on the desktop no matter what settings i try.,major
591805,Flash object not cleared when leaving page,major
591892,Add-on manager window is always blank,major
592203,Doesn't delete a bookmark with a false link,minor
592341,Every print job comes out in microscopic printing,major
59238,unable to load this url in NS6,major
592538,Broken image maps (according to Firefox) causes Tab navigation to stop working,major
592563,"Mouse/keyboard events sent to plugin while in background tab, in Cocoa event mode",major
59278,radio button choices aren't wrapping,minor
592835,Crash [@ AsyncClickHandler::Run() ],critical
59328,Keyboard shortcut seg faults browser,minor
593693,"New bookmark toolbar didn't show in menu, navigation or tab bar",major
593870,"maxLength reflected attribute should return negative values literally, not -1",minor
594229,"Blogger Stats are not showing up and it just stays ""loading Stats... "" and stays like this forever whereas on Chrome , Opera and IE8 it's working fine",major
594279,"Shortcuts for Moving Tabs (CTRL + Left, CTRL + Right) are blocked",major
59431,"When Submitting form with target of ""_blank"" POSTED variables are not passed to server",major
594356,The keyboard focus lost after clicking inside a tab.,major
594590,FF 4.0b5 - https not working while behind a proxy,major
594653,"""ABORT: Instance times have not been assigned serial numbers"" with <svg:animate>, setCurrentTime",critical
594725,Copy-and-paste into designMode removes custom attributes on <a/> tags,major
594765,Impossible to open PDF files URL,major
594904,"when I click on the Junk folder, Thunderbird crashes",critical
594966,Malformed font leads to crash [@ProcessSingleMorphRun],critical
595101,Minefield UI crashes when Windows desktop is locked,critical
595443,Thunderbird update pop-up prevents monitor power save,minor
59546,Cursor Misbehaving Upon URL Box Click,minor
595522,Need new instructions on how to initialize prefs via mozilla.cfg now that the content of greprefs and defaults have been moved to omni.jar,major
595671,Animated images (GIFs) cause severe performance issues,major
596035,Name of Tabs are cutted out a bit,minor
596084,Default feed web apps (e.g. Google Reader) are missing for podcasts,major
596177,remove commented-out line in webConsole.css,minor
596194,Downloads window shows domain of referral when download URL has no domain name,minor
596333,Automatic Spell checking Not Functional,critical
596825,crash [@ DocumentViewerImpl::SetBounds(nsIntRect const&)] printing,critical
596889,Selection of images in nsHTMLEditor turn them 100% white,major
596915,Bare CDATA sections now flagged as JavaScript syntax error,critical
596982,White popup blocking notification bar,minor
597233,Notices disappear when page is scrolled.,minor
59724,Javascript code failure - no search results for AIX documentation,major
597337,Crash [@ nsWindow::GetRootAccessible() ],critical
597388,Sites with Cloudmade api embedded crash FF4 B6,critical
597676,No output when printing,major
597796,Cannot build with --disable-svg:  No IDL file found for interface nsIDOMSVGStylable in include path ['../../../../dist/idl'],critical
59782,crashes [@ nsXBLPrototypeHandler::ExecuteHandler],critical
597855,Major Graphical glitching in FF4.0b6 on Mac OS X 10.6.4,major
597877,"FF4 beta 4,5,6 lagging heavy / feeling slow",major
597886,"Crash [@ js_ConcatStrings(JSContext*, JSString*, JSString*) ]",critical
598245,"when the video is playing in the flash plugin all event handling is paused (clicks, menus, scroll, etc...)",critical
598560,New memory allocator spends too long doing work,critical
598782,Firefox 4.0b6 start-up crash under Windows XP [@ nsLocalFile::Remove(int) ],critical
599320,please browse to Multimedia and than to Contact menu,major
599379,Session lost after crash due to invalid session file,major
599536,Inspect windows flicker.,major
599626,"After perform close group in Panorama,The browser does not response,",critical
599691,Firefox crashes when blocking a certain page,critical
599727,tis is first bug,critical
599839,"""Silently"" Installed Plug-ins",major
600126,"""Ignore"" on reported attack site does not work on view source",major
600138,"TM: ""Assertion failure: &shape->methodObject() == &vp->toObject(),""",critical
600858,Can send emails only with the send later function,major
601161,Race condition (shallow copy) with setBrowserState() when when browser.sessionstore.resume_from_crash is false,major
601162,statistics of blog от blogspot.com does not appear,major
601391,Using Enter Private Browsing from Jumplist doesn't open a browser window after selecting a profile with profile manager,major
601403,With layers enabled on 10.6.4 x86_64 nightly - chrome drawing/rendering issues,major
601439,"getPropertyPriority(""foo"") causes ABORT: out of range: '0 <= aProperty && aProperty < eCSSProperty_COUNT'",critical
601449,"Any address change from the start page crashes the browser, it closes down",critical
601528,"""Allow pages to choose their own colors"" doesn't revert to defaults when unchecked.",minor
601839,"""ASSERTION: bad object"", ""Assertion failure: JSVAL_IS_OBJECT(v)""",critical
601866,Crash [@ XPCWrappedNative::GetFlatJSObject | XPC_NW_Iterator],critical
602126,Excessive CPU usage due to progress lines,major
602347,Hyperlink bad,major
602441,JM: Botched extensibility checking when attempting to add a new property to an object,major
603134,Minefield does not render any content in new windows until the window is moved,critical
603184,Tab to Window Drag and Drop Broken on Mac,minor
603279,clicking on the link gives error message,major
603624,Only blacklist I9000 devices with Android 2.1 (Linux 2.6.29).,major
603628,"Cookies exists in browser, but set-cookie header does not affect them.",minor
603712,"Default header field for mailing multiple addresses is ""To:"", should be ""Bcc:""",minor
603904,Page Info counts meta tags in xml document but doesn't show them,minor
603920,automatic mails are send to all accounts from my address book,major
604026,dom worker terminate() doesnt terminate proxied xhr requests,critical
60457,Browser hangs when viewing https pages,major
604606,Composition window is partly broken : cannot edit text in it - Error in chrome://messenger/content/messengercompose/MsgComposeCommands.js,major
604632,nsPrintEngine::DoPrint leaks docTitleStr and docURLStr if !seqFrame,minor
604877,link max-width attribute ignored when toolbars are active.,minor
604888,Live chat in all websites doesn't function.,major
604901,Patch for bug 582466 breaks Quit in Cocoa embedders,major
604974,Direct2D cannot be enabled on Intel G965 / x3000.,major
605830,"crash [@ js_NewGCObject(JSContext*, js::gc::FinalizeKind) ]",critical
606144,Crash with JSScope::trace(JSTracer*) on link click,critical
606920,"""Assertion failure: tpa == TPA_Error"" with getter, enumeration, history.replaceState",critical
607060,Firefox crashes when a looping php script is launched,critical
607294,crash [@ GetPropCompiler::reset(js::mjit::ic::PICInfo&) ],critical
607412,0day - bug id 607222,critical
607843,"varying width on :active can cause link to be unclickable, and may be exploited to disguise the true destination",major
607862,Attaching a word doc hangs Thunderbird,minor
607992,browser.tabs.CloseWindowWithLastTab preference reset with every update,minor
608079,auto update crashed after install,critical
608159,Zarro Boogs,major
608225,unable to copy/paste and/or highlight words on page,minor
60823,UnicodeToGBK and UnicodeToGB2312 converter don't work on SPARC Solaris,critical
608410,Some Arabic characters are broken after Firefox 3.6.12 Update,major
608528,Unresponsive Script:  Chrome Overlay,critical
608554,Firefox crashes when executing the given javascript,critical
608621,Widows 7/64 Repeatedly Crashes w/SWF 10.1.85.3,critical
6087,"Scrolling: Mouse, Up/Down arrows, and PgUp/PgDn not same",minor
608965,Manage CRLs Import not updating list of CRLs until Close and re-open,minor
609001,Page sometimes renders as small square in upper left corner,major
609190,Halts and Minefield will recover after the screen temporarily going black for a few seconds,critical
609233,"crash when opening html file, in  which JavaScript has created big amount of tables",critical
6096,Crashes mozilla-apprunner when encountering location.href=....,critical
609755,"crash [@ nsRuleNode::GetStyleContent(nsStyleContext*, int)]",critical
610223,Regexp object allows arbitrary memory reading,critical
610384,nsIThread#dispatch fails silently from JS,major
610715,crash on Mac OS X [@ libSystem.B.dylib@0x4180 ],critical
610774,Cannot access Inbox or reLogin correctly after first Login,major
610941,Assertion failure: compartment mismatched [@ jscntxtinlines.h:541],critical
610989,"On medium to long messages (when you have to scroll), text is smudged and becomes unreadable",major
611031,Sidebar opens in new window after session restore[Win7],minor
61117,Mozilla terminates when font size is lowered with CTRL mousewheel,critical
611391,Text in text area only shows small portion in upper left,major
611417,Images in editor disappear when clicked on.,major
611456,Slow loading pages if call method UnnamedClass.toString has been used,major
611616,unable to close popup,major
611825,"Blank page display, nothing appears in form fields, Hide & reveal displays current page",critical
612329,[Mac] Firefox 4.0b7 crash in [@ ReplaceCallback ],critical
612552,crash [@ libdvm.so@0x417a4 ],critical
612885,"Around 50% CPU utilized, interface unresponsive, high memory usage",critical
613024,Message opens unexpectedly on moving double click,minor
61314,"Makefile rules for ""jsmath.o"" and ""jsmathtemp.o"" cause stale object files, obscure bugs",major
613147,"[SeaMonkey] mochitest-plain-1: new test fails = ""test_bug574663.html | Ctrl-scrolling should zoom while the user is touching the touchpad - didn't expect 1, but got it""",major
613343,Firefox 4.0b8pre crash in [@ nsXBLBinding::GenerateAnonymousContent() ],critical
614364,Import from Excel doesn`t work,critical
614472,"###!!! ASSERTION: Potential deadlock between Lock@214fb3c0 and Lock@2602a920: 'Error', file nsAutoLock.cpp, line 318",critical
615018,Crash on startup if no internet connection,major
615041,startup crash [@ js::MarkRuntime ],critical
615686,"au fil de la navigation : "" ne répond plus"" ===>re démarrage",minor
6157,Submitting an Archie query causes strange browser behavior (M5),major
615799,Numerous problems with skype addon,major
615899,Cannot use Ctrl+Shift+cursor to select whole words when Firebug 1.6 installed,minor
615993,Fennec crash [@ js::mjit::JaegerShot ] on ARM v5 or v6,critical
616508,"JM: Crash [@ js::mjit::ic::Name] or ""Assertion failure: shape,""",critical
616860,Java applets will not run on any web page,major
617084,"When using the BACK function, NVDA's virtual buffer doesn't get updated any more",major
617135,crash when i want to open the trash... otherwise everything is correct,major
617516,Cyclic __proto__ value is possible for window,critical
617554,"Crash when viewing mjpg-streams after a while, even after closing the tab in which the stream was playing",critical
61782,focus problems with gtk based plugins,minor
617898,Forward an email with View/Headers/All activated will show ALL the mail headers in mail body,minor
618234,Crash using document.body.innerHTML,critical
618325,Web Console use of tab for command line completion is inconsistent,minor
61840,document viewer allocates GC things during finalization,critical
618637,printing format now working,major
61904,segmentation fault trying to report a bug,critical
619049,"Crash on print [@ nsIFrame::InvalidateWithFlags(nsRect const&, unsigned int) ]",major
619159,XPI files do not install if they contain PNG files created using certain applications,minor
619621,crash [@ nsDisplayList::DeleteAll()],critical
620371,"[Leak] FF3.6.13 - Menu command ""New Window"" always causes memory leaks.",critical
620701,Hardware-accelerated rendering is unreadable under VMWare Workstation,major
620785,"youtube video sound ""moved"" into a downloaded file warning window",major
620844,Sling box extension will not install,major
620943,it's not possible to give feedback using Firefox 4.0b7 on Linux,minor
621083,Very nonresponsive (hourglass) displaying any screens (many minutes response),major
621193,JS-ctypes sample script for indows,major
621570,Firefox 4.0b9pre crash in [@ js_GetProperty ],critical
621836,XMLHttpRequest.open() has no effect--file is never transferred and readyStatus=1,major
622279,Custom profile stored directly under a selected location instead of a separate folder in the name of the profile under the chosen location.,critical
622385,Firefox crashes when attempting to make changes to 'Contents' tab in Preferences folder.,critical
622445,FF forgets add-ons,major
622561,Crash possibly caused by XMLHttpRequests from add-on,critical
622966,Random open messages simply disappear when scroll mouse button is used.,major
623297,"Assertion failure: !ontrace(), at jstracer.cpp:2800",critical
623707,Javascript Number() call is slow,minor
623966,Drop-down lists stay on screen after loading another page,minor
624118,No repainting of chrome + tab content,major
624323,Crash [@ libz.so.1.2.5@0x6e8b ],critical
624328,Crash [@ js::AbortRecordingIfUnexpectedGlobalWrite ],critical
624409,Very high Memory and CPU consumption with browsing session,major
624547,Assertion failure: LIR type error (start of writer pipeline): arg 1 of 'eqi' is 'i2d' which has type double (expected int): 0,critical
624603,F6 key support in Mozilla Firefox 4+,minor
62540,Browser crashes when trying to login to www.tradingpost.com.au,major
625701,"Assertion failure: offset == stubShapeJumpOffset, at ../methodjit/ICLabels.h:321",critical
626034,firefox doesn't find libnss3,critical
626123,text box doesnt let me type unless i click another text box,minor
626187,Crash [@ RtlpWaitOnCriticalSection | RtlpDeCommitFreeBlock | arena_dalloc | nsRect::ToNearestPixels(int) ],critical
626317,Undoing closed tab opens in a new windows and tab-groups get messed up,major
626835,[ANGLE] WebGLES shader crash [@IncLineNumber()],critical
626915,Input remains selected after removal/reattach to body,major
626976,Firefox shows empty window on opening a link from external in minimized grouped tab view.,major
627099,Crash [@ nsDocAccessible::RecreateAccessible(nsINode*) ],critical
627353,Crash [@ gfxFont::AddRef ],critical
627683,flash visual freeze but sound ok new in version 4 beta,minor
627705,1/21/11 Minefield NOT Saving Tabs Upon Close,major
62798,onChange event object reports destination target rather than source,major
628014,Pop-up is blocked even when pop-ups are allowed,major
62804,nsStatistics.cpp doesn't compile on Alpha,major
628075,Search all messages oversees mails that quick filter can see,major
628174,[WinXP] Tab candy does not show text on mozilla wiki pages,critical
62831,CLASS attribute not recognized within SPAN tag,major
628449,Firefox 4.0b10 Crash Report crash [@ CopyLoadStateImage ],critical
628596,Thunderbird hangs on quit,critical
628683,"window border style is ""none"" after minimizing the window in fullscreen-mode on windows",major
629227,Logging into chase.com requires an extra step since Firefox 3.6,major
62939,Getting bogus MIME info from IC,major
629982,Constant crashes (possible) due to recent nightly build changes,critical
630024,"Can open bookmarks with ""Open All in Tabs"" from Library when other Firefox windows are closed",major
630243,Crash Reports for js::MaybeGC(JSContext*),critical
630296,Hangs on startup,major
630548,or restart your system. Err,major
630579,Firefox don't open external links when panorama is opened,major
630684,"[SeaMonkey, Linux] mochitest-plain-5: permanent failure on ""test_arrowpanel.xul | panel label is right""",major
63071,browser refuses to go to any site that uses https,major
630899,Browser window is not redrawn on second monitor after screensaver exits,minor
631005,"Crash [@ nsTHashtable<nsBaseHashtableET<nsURIHashKey, nsCOMPtr<nsIURI> > >::s_HashKey(PLDHashTable*, void const*) ]",critical
631113,Crash in jsds_FilterHook due to NULL JSD_GetScriptFilename in jsd_xpc.cpp,critical
631188,Float32Array.slice is undefined,major
631453,crash [@ IPC::Channel::ChannelImpl::ProcessIncomingMessages],critical
631620,crash [@ JSCompartment::finalizeObjectArenaLists],critical
631975,firefox 4.0 beta 10 keeps crashing whenever i open it,critical
632655,Firefox requires restart after changing KDE proxy settings,minor
633162,"Form submission: Issues two requests at once, drops first. Makes certain sites unusable.",major
633446,Crash [@ ntdll.dll@0x9a0fc ] mainly with Norton IPS 2.0,critical
633782,history and privacy,major
634234,upgrade failed to 3.6.4 from 3.6.3,major
634373,crash [@ nsCSSStyleSheet::WillDirty] using cross_fuzzv3,critical
63444,System crashes when attempting to print page,major
635033,internet is too slow,minor
635226,Entenção da Caixa Economica Federal Nao e compatival com firefox beta,major
635260,Cannot determine local time zone on Search and New Bug,major
635282,Black box appear in right menu tab and link opened in new windows not opened,major
635494,Movemail accounts missing OpenPGP Options,major
635532,Crash [@ nsHTMLEditor::HideGrabber() ],critical
635704,64-bit crash [@ ntdll.dll@0x611c3 ],critical
636053,Firefox should update saved session state when a window closes,minor
6364,checkboxes not working in forms,major
636521,Mailboxes won't compact if they are large,critical
636791,With no sites loaded firefox continually consumes available ram.,major
636863,PDF files cannot be viewed in browser,major
636920,WebGL crash [@mozilla::gl::GLContext::fFramebufferTexture2D],critical
636957,Crash [@ mozalloc_abort(char const* const) | NS_DebugBreak_P | gfxFontGroup::BuildFontList() ]  close to startup,critical
637141,mouse cursos keeps blinking when i click anywhere on the page,minor
637288,Crash [@ ns_if_addref<jsdIExecutionHook*>(jsdIExecutionHook*) ],critical
637362,Printing not displaying properly,major
63742,"massive memory leak caused by setting window.innerHeight, window.innerWidth in onResize event handler",critical
637827,[Mac] Firefox 4.0b12 Crash [@ nsNPAPIPluginInstance::IsRemoteDrawingCoreAnimation ],critical
637895,"A double-click on a word can select invisible text, including newline characters",major
637902,NPObject has a different NPClass from originally created,major
638128,Mozilla hangs on page load and leaves active process on close.,critical
638161,I had to use beta 4 because 3.6.16 will not open a window nor allow searching,critical
638631,Browser crashes on corrupt JPEG & PNG,critical
638771,Printing special characters during any printing from browser,major
639094,gfx.use_text_smoothing_setting not respected after video driver restart,minor
639360,Using login from one site at another,major
640027,<strong>/<b>-HTML-Tags too bold/big (see pic),major
640244,Spaces in Bugzilla comments are not fixed size,minor
64042,"XPinstall seems to malfunction, no install happens",major
640553,moved/new messages not shown conversation or global search results until mailbox is visited,major
640640,"No amazon images show, even w/ auto upload pref",major
640802,Firefox doesn't work on XP machines upgraded from NT-4,critical
640865,Pageup/down buttons causing browser to jump forward/back in history,major
640941,Pinned tabs are lost (forgotten) when Firefox is restarted.,major
641259,"could not close ""Inspect Network Request"" popup by ""Esc"" key",minor
641278,(spellchecker-related)Textarea poor performance with very long strings,minor
64131,PSM hangs for Non-Root User,critical
641344,New window does not appear when requested from menu bar or from the command+n shortcut.,major
64175,"URL text doesn't show up correct in ""about:cache""",minor
642157,JM: [infer failure] Missing type in object #2:0:Object prop: #2:0:Object,critical
642165,JM: Crash @ js::types::TypeObject::name,critical
642405,"TI: Assertion failure: Call site vanished., at ./methodjit/Compiler.cpp:2467",critical
64269,Control W doesnt work ,minor
64292,Page renders incorrectly when moused-over,minor
643177,Memory leak after some hours,critical
643456,"Missing content, which appears in IE",major
643812,Dynamic HTML Slow on canvas element,major
644029,Unable to type in quick reply box on a forum,major
644229,Firefox 4 doesn't work,major
644272,firefox 4.0 freezes when selecting a destination folder in add bookmark dialog,critical
644423,Outlook does not work w/Firefox 4,major
644444,Using Background-Size Combined With -moz-repeating-linear-gradient Crashes Firefox,critical
644570,"Menu ""Extra"" is missing in the new Firefox 4 Menu",major
644939,cannot use ctrl-c,major
645070,Mac OS X 10.5 cannot launch Firefox 4 with command line argument -P,critical
645117,Bookmark inoperative,major
645213,Mozilla freezes (not responding),critical
645292,Selecting items from History box,major
645303,Navigating is not working,major
645386,abort/segfault from EdgePool::Builder::Add,critical
645439,Color management is off. Plus wrong monitor profile was used.,major
645500,Error in image rendering if zoomed while web console is shown in firefox 4.2a1pre,minor
645505,"""Assertion failure: caller->fun()->isHeavyweight(),""",critical
645671,Alerting Pop Up Windows is not displaying properly.,major
646007,Unwanted spaces automatically added between Chinese characters during sent or save,major
646287,Firefox 4.0 Startup Crash [@ @0x0 | nsHttpConnection::OnOutputStreamReady(nsIAsyncOutputStream*) ],critical
646567,Firefox crash [@ libheuristic.dll@0xe1a2],critical
646895,Firefox crash [@ trayToolkit.dll@0x2140] (Minimize to Tray addon),critical
64720,'CR CR NL' end of line => truncated paste (& possible crash),major
647269,Firefox 4.0 Crash Report [@ EmitEnterBlock ] (High correlation to Kikin Plugin),critical
647559,"TI: Assertion failure: (strBits >> JSVAL_TAG_SHIFT) == 0, at ../jsval.h:632",critical
647697,computer freezes up/locks up anytime i prompt it to print.  I get the blue crash screen about 4 times a day. This seems to happen if i have to many windows open or doing to much at one time,critical
